subject_gait,take_id,mpjpe_3d,mpjpe_raw,dtw_3d_traj,mpjre,dtw_6d_transl,mpjpe_6d,jitter_c1,jitter_c2,pampjpe_3d,pampjpe_6d,action
gait_740,20251002_c1_a1_Take1,0.17462720406221446,0.16342420876731406,0.042468599704501925,0.12143437221688333,0.04782277703078042,0.1289184694776492,339.7961730957031,376.4104919433594,0.05974729326570718,0.04166147038138511,a1
gait_740,20251002_c1_a1_Take2,0.20489838079065936,0.19321899626955888,0.08185697418465591,0.12382306041987201,0.08880488276017584,0.16591666438846567,322.991455078125,407.406494140625,0.06512808017466358,0.04796034715877104,a1
gait_740,20251002_c1_a2_Take1,0.07836265329316414,0.07435042108176004,0.029199850761546894,0.09836755099690236,0.02795658717503362,0.06882757769732385,385.44635009765625,416.0376281738281,0.024546508879554042,0.022411124687057127,a2
gait_740,20251002_c1_a2_Take2,0.0813716570337882,0.07710112420377256,0.018746986314710223,0.10065417736692989,0.018648646846079857,0.06798925159869726,429.1449890136719,398.5213623046875,0.024254465328966884,0.02218091969904605,a2
gait_740,20251002_c1_a3_Take1,0.05831750918344523,0.0553613703085451,0.0653692026779812,0.08227738348968588,0.06806413144236814,0.05279597554670477,334.6331481933594,328.9038391113281,0.02414348764400406,0.020374664386541404,a3
gait_740,20251002_c1_a3_Take2,0.12050628790676544,0.11513262740498806,0.07008334708064957,0.10121448032232389,0.06685872231694673,0.11433320685543163,360.05987548828125,360.1317138671875,0.029419502857732403,0.02493785892503376,a3
gait_740,20251002_c1_a3_Take3,0.09255283600510693,0.08812943027089838,0.023623476221809738,0.09532162068284208,0.02283481697927547,0.08369401346673273,351.85870361328125,358.18841552734375,0.027563194927719435,0.02395011539468634,a3
gait_740,20251002_c1_a4_Take1,0.09484714347430928,0.09034409919283497,0.039388356873843955,0.15976883850464543,0.0389833428530025,0.09081329146349444,375.376708984375,389.4501037597656,0.02597534468721491,0.029104279225089402,a4
gait_740,20251002_c1_a4_Take2,0.14980847398285418,0.14031103288271235,0.05029761487570897,0.18610550932658798,0.0584873253298388,0.1141286543766174,416.0982360839844,408.5226135253906,0.058890477177070036,0.04626024078795521,a4
gait_740,20251002_c1_a5_Take1,0.1626469796254839,0.1545572937025284,0.03968677840804252,0.1478096636092894,0.05085052858528193,0.14695036282703544,284.5278015136719,304.5362243652344,0.048666572109728905,0.03930430213721224,a5
